,Time,Desc,img,day,month
1412,"JUNE 24, 2021","bjp4up
Verified
उत्तर प्रदेश में पिछले तीन दिनों में 23 लाख 37 हजार 547 वैक्सीन की डोज लगाई गई है।
यह आंकड़ा भाजपा सरकार की प्रतिबद्धता एवं प्रदेशवासियों की जागरूकता को स्पष्ट रूप से दर्शाता है।
#IndiaFightsCorona #corona #covid19 #world #worldlargestvaccinationdrive #vaccine #pandemic #india #bjp #swing #hospital
89w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/206396590_854538815270568_2208554344949794829_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=PIptJ7TFUloAX9M46bI&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjYwMzA4NzQ0MzkxMjQ2ODg1NQ%3D%3D.2-ccb7-5&oh=00_AfCAtEuPQx7_x8hPeTthZi6e--RMKLLLJWvAF-VsU_jNNQ&oe=6413175A&_nc_sid=6136e7,24,June
135,JANUARY 6,"bjp4up
Verified
भाजपा सरकार महिलाओं को आत्मनिर्भर कर समाज को सशक्त कर रही है।

यूपी में 10 लाख से अधिक स्वयं सहायता समूह के माध्यम से 1 करोड़ से अधिक महिलाओं को रोजगार से जोड़ा गया।

1.5 लाख महिलाओं को सरकारी नौकरी मिली।
9w
See translation
9bobby_singh9
Up me bhi civil defence ki bharti nikalni chaiye.
9w1 likeReply
See translation
harsh_rajput9948
लडको को भी दे दो रोजगार😮
9wReply
See translation
lambardaarbalram
Awesome 👏
9wReply
lalgaurram
Only bhajpa sarkar jindabad jindabad
9wReply
See translation
royal_neelthakur
👏👏🔥🔥
9wReply
rajput_raghav_pratap
Ye sb to thik h ..... Lekin details bhi dijiye ki kitne salon me kya kiya aur kaise kaise kiya
9wReply
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/324089385_1496827774056229_2589278946731616418_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=KW2YzxcnBvkAX-g0jcK&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAwOTUyMjE3NjE1MzUwMDcyNQ%3D%3D.2-ccb7-5&oh=00_AfBCyF5l2WuI21aJvw09TpZ6udTBA47YJyVPHAIAO6Y-2Q&oe=6412DCA9&_nc_sid=6136e7,6,January
3182,"JANUARY 16, 2019","myogi_adityanath
Verified
#UPCM श्री @myogi_adityanath जी और केन्‍द्रीय विदेश मंत्री श्रीमती @SushmaSwaraj जी दिनांक 16 जनवरी, 2019 को लोकभवन, लखनऊ में 15 वें प्रवासी भारतीय दिवस से सम्‍बन्धित संयुक्‍त प्रेस वार्ता को सम्‍बोधित करेंगे।
216w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/49350984_1868014599974832_1918333128042513309_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=D5f_gLoKadoAX9PXzss&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk1Nzk5Mjk0NTE2ODg1MTcwNg%3D%3D.2-ccb7-5&oh=00_AfC2c9f_1Px6WVfFHwHJGJrO01WysoubPm4eCehsXvPDzA&oe=6414A898&_nc_sid=6136e7,16,January
3089,"JANUARY 31, 2019","myogi_adityanath
Verified
प्रथम परमवीर चक्र प्राप्त करने वाले भारतीय सेना की कुमाऊं रेजीमेंट के कमांडर शहीद मेजर सोमनाथ शर्मा जी के जन्मदिवस पर विनम्र नमन।
214w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/50863782_116475646099330_2183831199089319352_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=yIZPFYxCpGEAX_ESV7y&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk2ODk5NTA3MzcxMDYxMDkxMQ%3D%3D.2-ccb7-5&oh=00_AfARcBGSbyOmFnTQlFXGZyP1o6kOVaw3C2hWYlGg7jrwtw&oe=64140F75&_nc_sid=6136e7,31,January
128,JANUARY 7,"bjp4up
Verified
प्रधानमंत्री श्री @narendramodi 29 जनवरी, 2023 पूर्वान्ह 11 बजे #MannKiBaat कार्यक्रम के जरिए संवाद करेंगे।

आप 27 जनवरी 2023 तक अपने सुझाव व संदेश टोल फ्री नंबर 1800-11-7800 या MyGov.in व नमो एप पर भेज सकते हैं।
9w
See translation
prabhat_shankar_shukla
#savejoshimath
9wReply
rasto4giii9
👏👏😍
9wReply
lalgaurram
Mananiy Pradhanmantri Shri Narendra Modi ji Sarkar jindabad jindabad
9wReply
See translation
poojatiwari16_ayodhya_600k
जिसे सपोर्ट करो वह फॉलो नहीं करता
9wReply
See translation
poojatiwari16_ayodhya_600k
❤️❤️
9wReply
poojatiwari16_ayodhya_600k
❤️❤️
9wReply
legendevergreen
😍
9wReply
sikehe3644
𝐈 𝙞𝙣𝙫𝙚𝙨𝙩𝙚𝙙 €900 𝙖𝙣𝙙 𝙜𝙤𝙩 𝙢𝙮 𝙧𝙚𝙩𝙪𝙧𝙣𝙨 𝙤𝙛 €11,550 𝙞𝙣 𝙟𝙪𝙨𝙩 𝙖 𝙬𝙚𝙚𝙠 @adam.fx_global
9wReply",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/324393386_142650731938559_636597271451180080_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=111&_nc_ohc=BLkrrTamiJQAX9tBiWz&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAxMDQ4ODY0NzA1NzY1NTQxMA%3D%3D.2-ccb7-5&oh=00_AfBCB8fPulwjymeWW5y9kwneF2j1MEBo4hLyvooz9wYDDw&oe=64146DDA&_nc_sid=6136e7,7,January
2961,"FEBRUARY 27, 2019","myogi_adityanath
Verified
#UPCM श्री @myogi_adityanath जी ने जनपद हरदोई में राजकीय मेडिकल कॉलेज का शिलान्यास कर 322 करोड़ रुपये की विभिन्न विकास परियोजनाओं का लोकार्पण एवं शिलान्यास किया।
210w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/51939289_308629079689493_5946807191127491615_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=F4BNnXryoHEAX83h6BA&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk4ODM5Nzg5MTAxMzczMTQ1Nw%3D%3D.2-ccb7-5&oh=00_AfAm-r92E5IMuApKPMzECh1TsTvsoWe9l4ERQuyGp9sAug&oe=6414CCA3&_nc_sid=6136e7,27,February
3320,"DECEMBER 5, 2018","myogi_adityanath
Verified
#UPCM श्री योगी आदित्यनाथ जी ने राजभवन में दिनांक 05 दिसम्बर 2018 को माननीय राज्यपाल श्री राम नाईक जी से शिष्टाचार भेंट की।
222w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/45513047_275569823162105_7898732151032669032_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=JP9L_WXz_fQAX-Xpkuv&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTkyNzc2NzQ1MTE2MDgyNzk4Mw%3D%3D.2-ccb7-5&oh=00_AfC9uPW0jJ4kwy4dJh6cSm4Z20iqxtm313oA3Rlpx670YQ&oe=6413622F&_nc_sid=6136e7,5,December
1255,"OCTOBER 7, 2021","bjp4up
Verified
भाजपा प्रदेश अध्यक्ष श्री @swatantrabjp ने लखनऊ महानगर की बूथ संख्या 368 की बूथ समिति एवं पन्ना प्रमुख बैठक को संबोधित किया एवं सभी के साथ प्रधानमंत्री श्री @narendramodi जी को बतौर जनप्रतिनिधि 20 वर्ष पूरे करने पर पोस्टकार्ड लिख कर बधाई संदेश भेजा।

#20YearsofSevaSamarpan
74w
See translation
nitya2017.ec.rymec
❤️❤️❤️
73wReply
jass.s.7106
Jay kisan majdoor boycott Modi yogi godi media
74wReply
See translation
shubham__official01
🙏🏻🙏🏻🙏🏻🙏🏻
74wReply
pt.ram_lakhan_audichya
माननीय प्रदेश अध्यक्ष जी आपके कुशल नेतृत्व में भारतीय जनता पार्टी उत्तर प्रदेश में ऊंचाइयां छू रही हैं प्रभु आपको देश सेवा के पथ पर चलने की शक्ति और ऊर्जा प्रदान करें।
74w1 likeReply
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/244566289_304694911008213_2222150281991934273_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=CAi7JfHvsw4AX-4OEZd&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY3OTEwMjA1NTY5NDQ0OTA0Ng%3D%3D.2-ccb7-5&oh=00_AfCexUEWBMQkriaoDPpvfYwGApuQRJNopBm6t_OOMR5-4w&oe=6413C023&_nc_sid=6136e7,7,October
295,"AUGUST 7, 2022","bjp4up
Verified
भाजपा सरकार बहन-बेटियों की सुविधा और उनके मान-सम्मान के लिए प्रतिबद्ध है।

रक्षाबंधन के शुभ अवसर पर बहनों को प्रदेश की परिवहन निगम की सभी श्रेणी की बसों में 10 अगस्त रात 12 बजे से 12 अगस्त रात बजे तक मुफ्त यात्रा की सुविधा उपलब्ध होगी।
31w
See translation
jannatbanjare_bjp
😊कोमल स्नेह,अटूट विश्वास और समर्पण से परिपूर्ण भाई-बहन के पावन पर्व रक्षाबंधन की सभी देशवासियों को हार्दिक बधाई🙏🥰रक्षाबंधन आप सभी के जीवन में अपार खुशियां और नई उमंग लाए, यही मेरी कामना है,सभी को इस स्नेह पर्व की अनंत शुभकामनाएं🙏🌷
30wReply
See translation
iam_a_m_i_t_singh
🙏🏻🙏🏻🙏🏻🙏🏻❤️❤️
31w2 likesReply
shanusinghshrinet_1998
🔥🔥
31w3 likesReply
narayan._7
हमारे area में तो सरकारी बस ही नहीं चलती
31wReply
See translation
ramsinhjadeja6
APKE HATHON BAHNONKEE RAKSHA HO AUR BHAIYONKA BHAVISHYA UJJVAL HO
30wReply
See translation
its.pankaj__03
जय हो 🚩
31w2 likesReply
See translation
ashish_patel_official664
🙌🙌
31w2 likesReply
its_himanshu_sharma_7817
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
30wReply
sand.eepsharma1256
❤️👏👏👏 Jai Ho 👏👏👏
30w2 likesReply
See translation
manojaher550
!! जय श्री राम !!
30wReply
See translation
shitalpareek30
jai hind jai bharat happy rakshbandhan bharat ki sbhi behnoo ko👌🏻👍🎊🎊💐💐🎉🎉🌷🌷🌹🌹🎊🎊💐💐💐🌷🌷🌹
30wReply
See translation
__shyam_mishra_1
❤️❤️❤️❤️❤️
31w1 likeReply
2220.ram
Jay shree Ram 🙏🙏🙏🙏🙏
30wReply
See translation
ishaupadhyay17
👏👏👏🔥🔥🔥
31w1 likeReply
roysarmah
👏👏👏👏❤️🔥🔥🔥🔥
30wReply",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/297567176_748060636456086_3373433386684593767_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=sElxr68sq2sAX_emTUW&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjg5OTYyODM4OTM4MTIwODEyMQ%3D%3D.2-ccb7-5&oh=00_AfC9QS4ZcjZS1DiFqWR4mSTZiXtwJiQfgDpPw_QVu4TENw&oe=6412E17B&_nc_sid=6136e7,7,August
1396,"JULY 3, 2021","bjp4up
Verified
कारगिल युद्ध में अदम्य साहस दिखाते हुए वीरगति को प्राप्त करने वाले परमवीर चक्र विजेता कैप्टन मनोज कुमार पांडेय जी की पुण्यतिथि पर शत्-शत् नमन।
88w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/209655795_229308318852836_3540871931965628547_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=108&_nc_ohc=xkkR227Vow8AX9030En&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjYwOTQ0MzAzMDcxOTkwMzk0MA%3D%3D.2-ccb7-5&oh=00_AfCIa6qTtE9wpTzcuChO6chv5S_uWYL8ClP3NS7q7yVaXQ&oe=6412F2FE&_nc_sid=6136e7,3,July
3232,"JANUARY 4, 2019","myogi_adityanath
Verified
#UPCM श्री @myogiadityanath जी ने जनपद गोरखपुर में नगर पंचायत संग्रामपुर उर्फ उनवल में प्रधानमंत्री आवास योजना के लाभार्थियों को स्‍वीकृति पत्र वितरित किये।
218w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/46280028_128906934805733_25995560082105396_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=uZGNpqX1nPYAX-7Z6u3&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk0OTMxNjU1OTcyMTc3Nzg2OQ%3D%3D.2-ccb7-5&oh=00_AfAg-i7mHjGiiBMVbaCcZ9cpqr9B3XB0dxkBgynPG6DnUA&oe=64139FD5&_nc_sid=6136e7,4,January
3498,"OCTOBER 3, 2018","myogi_adityanath
Verified
अवध शिल्प ग्राम,लखनऊ में आज राष्ट्रपिता महात्मा गांधी जी की जयंती के अवसर पर आयोजित कार्यक्रम में राष्ट्रपिता महात्मा गांधी जी गांधी जी के व्यक्तित्व और कृतित्व पर आधारित दिव्यांग कलाकारों की कला प्रदर्शनी एवं चित्रकला का अवलोकन किया।
231w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/41709030_166953784225388_5124938879172304221_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=108&_nc_ohc=JNvyS3kFQu0AX9wQsVz&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTg4MTg2ODQwNTUzNjA4NDQ5MA%3D%3D.2-ccb7-5&oh=00_AfAi7gld3fRHm8EdmA7kCHQcdfU763677uZ13G1_D7rn-Q&oe=6413C515&_nc_sid=6136e7,3,October
3331,"NOVEMBER 29, 2018","myogi_adityanath
Verified
#UPCM श्री @myogi_adityanath जी ने जनपद बहराइच में निर्माणाधीन मेडिकल कॉलेज का निरीक्षण करने के दौरान निर्माण कार्यों की विस्‍तृत जानकारी ली।
223w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/44671665_306781746824673_3342429709061068444_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=_4Vf4_P84DEAX-NyYiA&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTkyMzI0NzE5NDc4NjQ3NTQyMg%3D%3D.2-ccb7-5&oh=00_AfBXpmI4bjcrM4IepdjwL4hUUUT0U0RCOIkNH4yfOUwgdg&oe=64148028&_nc_sid=6136e7,29,November
3420,"OCTOBER 28, 2018","myogi_adityanath
Verified
पहली बार हुआ है कि खेती-किसानी को विज्ञान से जोड़कर स्वाइल हेल्थ कार्ड किसानों को उपलब्ध कराया गया है।
228w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/43985341_341408529753789_1826037771034366141_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=eEtEkkhq3pAAX9MlFM0&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTkwMDIwNzU1MTg0OTYzMTQxOA%3D%3D.2-ccb7-5&oh=00_AfDmFMuAy4IaYqu_gFqTSiRD6jAB0j47Hyt4aaDmbTSr5w&oe=64146DB7&_nc_sid=6136e7,28,October
2926,"MARCH 7, 2019","myogi_adityanath
Verified
#UPCM श्री @myogi_adityanath जी ने ग्राम प्रहरियों को खाकी कोट, जर्सी, बेल्ट क्लास्प, चमड़े की पेटी, जूता आदि वितरित किये। मुख्यमंत्री जी ने निर्देश दिये हैं कि ग्राम प्रहरियों को नियमित रूप से खाकी कोट, जर्सी, बेल्ट आदि उपलब्ध कराया जाये।
209w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/54277485_123796085371490_966153297325911317_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=6tsDLKDG1y0AX9Yy6Fb&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk5NDIwNzQ1MDU5MjY0MjgyMA%3D%3D.2-ccb7-5&oh=00_AfBDiiRvwkQVCVoSPUWOlMNzKm229Ys-_Q-A7_RdF6XAsw&oe=6414121D&_nc_sid=6136e7,7,March
1208,"OCTOBER 25, 2021","bjp4up
Verified
प्रधानमंत्री श्री नरेन्द्र मोदी ने ₹2,329 करोड़ की लागत से नवनिर्मित 9 मेडिकल कॉलेजों का सिद्धार्थनगर से लोकार्पण किया।

#75MedicalHubsInUP
72w
See translation
lic.5580
मोदी योगी
71wReply
See translation
shashank_mishra1.0
❤️❤️ I'm From Siddharth Nagar This Greatful for Us
71w1 likeReply
narendratyagin
कभी नही देश के इस तरह मानसिकता बड़ा खतरा है आज पाकिस्तान जीत पर गद्दारी का परिचय देते हुए पटाखे फोड़े है कल पाकिस्तान से युद्ध हुआ तो उसके समर्थन में बम फोड़ेंगे सख्त एक्शन लेना चाहिए सरकार को
71wReply
See translation
hard_karan_2117
❤️❤️❤️
72wReply",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/248030388_191869479735221_2207694896283226720_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=9kuD0niA43MAX-CI2Nj&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY5MjA4MjAwMzMxMjY1NzE5MA%3D%3D.2-ccb7-5&oh=00_AfBLnMmlAtqMMSc00Dw_usf0nPhtNL2IiuSuA0G--ZGe1A&oe=6414587F&_nc_sid=6136e7,25,October
2907,"MARCH 8, 2019","myogi_adityanath
Verified
राजस्थान की पहली महिला मुख्यमंत्री श्रीमती @VasundharaBJP जी को जन्मदिवस की हार्दिक शुभकामनाएं।
209w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/52544941_473318573205627_8565580123701200490_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=j3cQorDfjPwAX97ovx2&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk5NDc5NDUyOTQ3OTMxMjI4NA%3D%3D.2-ccb7-5&oh=00_AfAUyWSrpST81SpdMcHtCzGb9zQFm13LaePQEU-hh_eeqQ&oe=6413AD17&_nc_sid=6136e7,8,March
3065,"FEBRUARY 5, 2019","myogi_adityanath
Verified
#UPCM श्री @myogi_adityanath जी ने सचिवालय के तिलक हाल में उत्तर प्रदेश विधानसभा द्वारा आयोजित संसदीय पत्रकारिता संगोष्‍ठी को सम्‍बोधित किया।
213w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/50266357_2294702344142830_2787035483414205014_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=jidwz_-nBawAX-9VFEy&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk3MjM0NjA1NzAxNDgzNjgyMA%3D%3D.2-ccb7-5&oh=00_AfBfwTh0I3Kai1fAyv2LUpkAqDgnF-nb1l7nCKicvT4-Jg&oe=64134F88&_nc_sid=6136e7,5,February
3239,"JANUARY 3, 2019","myogi_adityanath
Verified
समाज सुधारिका #savitribaiphule को जन्मदिवस पर विन्रम श्रद्धांजलि।
218w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/49844038_550324922113783_8634177046565664439_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=ul6F1rTrRwEAX9Ons7d&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk0ODQ1NDE3MzAyMDUxOTk1OQ%3D%3D.2-ccb7-5&oh=00_AfCMSaLisLpK8xf_0vmA5i8Bqx8rZUNHTjRtL7p61bNStg&oe=641490D4&_nc_sid=6136e7,3,January
3517,"OCTOBER 1, 2018","myogi_adityanath
Verified
श्री गोरखनाथ मन्दिर, गोरखपुर में गोरक्षपीठ के ब्रह्मलीन पीठाधीश्वरों, युगपुरुष ब्रह्मलीन महन्त दिग्विजयनाथ जी महाराज एवं राष्ट्रसंत ब्रह्मलीन महन्त अवेद्यनाथ जी महाराज की साप्ताहिक पुण्यतिथि समारोह में।
232w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/41823562_673842186330262_1778508213762224408_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=DRyoMfFgkBsAX8KECOI&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTg4MDQ2Mjk2NjM2NTg0Njg5Ng%3D%3D.2-ccb7-5&oh=00_AfCN-NKN8S7x185adm3OlZym1fFdiX0SD2TRFB2Mv_mgSg&oe=6414BFF2&_nc_sid=6136e7,1,October
3031,"FEBRUARY 16, 2019","myogi_adityanath
Verified
#UPCM श्री @myogi_adityanath जी की अध्‍यक्षता में आज मुख्‍यमंत्री आवास 5-कालीदास मार्ग, लखनऊ पर मुरादाबाद मंडल में नई तहसील बनाये जाने के संबंध में बैठक संपन्‍न हुई।
212w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/51960981_154372735557137_4895703640461676227_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=RysI84iCFikAX92aXgS&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk4MDMxNzI0NDIxNDc2MTQ4NA%3D%3D.2-ccb7-5&oh=00_AfA6SC9A19AHibqoFqgTkoA1hopDwqpQGFV15mCDv4-oew&oe=6414C152&_nc_sid=6136e7,16,February
18,FEBRUARY 16,"bjp4up
Verified
प्रधानमंत्री श्री Narendra Modi 26 फरवरी, 2023 को #MannKiBaat कार्यक्रम के जरिए संवाद करेंगे।

आप 24 फरवरी, 2023 तक टोल फ्री नम्बर-1800-11-7800, MyGov.in व नमो एप पर अपने सुझाव व संदेश भेज सकते हैं।
3w
See translation
diliptripathi45
Ñ mananiy pradhanmantri ji Uttrakhand ke gaon ka kuchh Vikas ho jata to bahut achcha rahata Champawat jile ke matiyani Kshetra per na hospital hai na school
3wReply
See translation
tripurari.ram.370
❤️❤️❤️❤️des ko lutane wala sarkar
3wReply
See translation
official_ravipanchal8800
Jai Shree Ram ❤️❤️
3wReply
See translation
lalgaurram
👏 mananiy Pradhanmantri Shri Narendra Modi ji Sarkar jindabad jindabad
3wReply
See translation
ramuajagirjaiswal
सादर प्रणाम
3wReply
See translation
pintoo7272
Jày shree ram
3wReply
See translation
shingsonu7272021
Good ji BJP
3wReply
up14_ka_chhora
❤️❤️
3wReply
sanatanibhartiya_
#wewanthindurashtra
3wReply
See translation
sanjayzala492
🎊🥁🎉 'Mann' & Sab Ki _ 'Bate' 🎉🥁🎊
3wReply
See translation
rockysingh3701
* Follower* (50-60%) indian🇮🇳 (5-10%)Non*
*Drop ratio*Life Time
*Follower*
Rs*20  💯  .........100🔥
Rs*100💯.............1k🔥
Rs*850💯...........10k🔥
..................................
       *Picture * like*👍
Rs*10💯...........100🔥
Rs*40💯.............1k🔥
Rs*70💯.............2k🔥
.....................................
*insta .💯 Comment*
Rs*300💯......1k 🔥
......................................
             💯Reels*like* 👍
Rs*30  💯.............1k🔥
Rs*280💯..........10k 🔥
................................................
             *Reels*Views*👀
Rs*10💯.......................1k🔥
Rs*70💯.....................10k🔥
           *Story views*
Rs*10💯.......................1k🔥
Rs*90💯.....................10k🔥
3wReply
famousmesmm
𝐍𝐨 𝐝𝐫𝐨𝐩 𝐟𝐨𝐥𝐥𝐰𝐞𝐫𝐬 𝐫𝐞𝐟𝐢𝐥𝐥 𝐥𝐢𝐟𝐞𝐭𝐢𝐦𝐞
. . .🅟🅔🅡🅜🅐🅝🅔🅝🅣. . .
. . 🄼🄴🅁🄴 🄿🄰🄰🅂 . .
. 🅂🄰🄱🅂🄴 🅂🄰🅂🅃🄴 .
......𝐅𝐎𝐋𝐋𝐖𝐄𝐑𝐒......
15 𝐫𝐬 𝐦𝐞 500 𝐟𝐨𝐥𝐥𝐰𝐞𝐫𝐬
30 𝐫𝐬 𝐦𝐞 1000 𝐟𝐨𝐥𝐥𝐰𝐞𝐫𝐬
150𝐫𝐬 𝐦𝐞 5000 𝐟𝐨𝐥𝐥𝐰𝐞𝐫𝐬
300 𝐫𝐬 𝐦𝐞 10000 𝐟𝐨𝐥𝐥𝐰𝐞𝐫𝐬
.......𝐋𝐈𝐊𝐄𝐒.......
10 𝐫𝐬 𝐦𝐞 1000 𝐥𝐢𝐤𝐞𝐬
20 𝐫𝐬 𝐦𝐞 2000 𝐥𝐢𝐤𝐞𝐬
50 𝐫𝐬 𝐦𝐞 5000 𝐥𝐢𝐤𝐞𝐬
Twitter
Followers
1k followers 79₹
5k followers 395₹
10k followers 790₹
3wReply",https://scontent-bom1-1.cdninstagram.com/v/t39.30808-6/331013278_1717440625341221_8570692038157976041_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=8xRoflrP8oMAX9xrOwV&edm=ABmJApAAAAAA&ccb=7-5&ig_cache_key=MzAzOTQyODA5MTk3OTYyMDU4NA%3D%3D.2-ccb7-5&oh=00_AfABwqgeS_LAlmbbNsE3CfKrMj6jXwViQQNaKo4aksJfqg&oe=64136A7B&_nc_sid=6136e7,16,February
