,Time,Desc,img,day,month
4725,"DECEMBER 25, 2017","myogi_adityanath
Verified
आज आदरणीय प्रधानमंत्री श्री @narendramodi जी के कर-कमलों द्वारा बोटैनिकल गार्डेन-कालकाजी मंदिर मेट्रो लाइन का लोकार्पण हुआ।
271w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/24845701_1541288145952761_1572756262892863488_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=6IStgOs_bUQAX9jYZNI&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY3NzczMDg3MDIwMTg4MjA2NA%3D%3D.2-ccb7-5&oh=00_AfDS8WQhGRwARVrQfM5_0tt7DDRpGQy8mB-wahmAtNSINg&oe=6414EC60&_nc_sid=6136e7,25,December
829,"FEBRUARY 10, 2022","bjp4up
Verified
आपका वोट तय करेगा प्रदेश की दिशा...

#यूपी_फिर_मांगे_भाजपा_सरकार #uttarpradesh #आएंगे_योगी_जी_ही #आएगी_बीजेपी_ही #bjp4up #bjp4india🇮🇳 #upelection2022 #yogiadityanath #upmaintoyogiji
56w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/273611383_397709465490199_5466214610145249659_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=bDKfPswWOiwAX8Fw88x&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc3MDQwNjA1NjY4MDEzOTI4Nw%3D%3D.2-ccb7-5&oh=00_AfBcSVi4Z6hNmfWYIbqnilpfKgOE2sDH0bS1dhlWMW6Y4Q&oe=64135F0B&_nc_sid=6136e7,10,February
574,"MAY 25, 2022","bjp4up
Verified
मुझे मक्खन पर लकीर करने में मजा नहीं आता है, मैं पत्थर पर लकीर खींचता हूं: प्रधानमंत्री श्री नरेंद्र मोदी
41w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/283281837_376631451094961_6943262737969740078_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=ho4XEdm7JWoAX9QKhrC&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjg0NTYzMjEzNTE1ODQ4MDkwNg%3D%3D.2-ccb7-5&oh=00_AfC-4GMTq0aJdJQJRC5hulVjFLsVthBdKPfNi0CN_AFWZg&oe=64132581&_nc_sid=6136e7,25,May
826,"FEBRUARY 10, 2022","bjp4up
Verified
भाजपा राष्ट्रीय अध्यक्ष श्री जेपी नड्डा ने आज उत्तर प्रदेश में विभिन्न जनसभाओं को सम्भोधित किया और भाजपा की प्रचंड जीत का आशीर्वाद लिया... 🔥

#यूपी_फिर_मांगे_भाजपा_सरकार #uttarpradesh #jpnadda #आएगी_बीजेपी_ही #bjp4india🇮🇳 #आएंगे_योगी_जी_ही #upelection2022 #योगी_है_उपयोगी #yogiadityanath
56w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/273556634_1421727828241647_123655539207522725_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Um-68Pa5uzwAX8JhQSW&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc3MDY3MzY1NTYyNDAwNzA1OA%3D%3D.2-ccb7-5&oh=00_AfCobF0r5YUA18hsML4VdWZTI_atm-_4p_ts1N1zhtOTSQ&oe=6412E5D9&_nc_sid=6136e7,10,February
4666,"JANUARY 5, 2018","myogi_adityanath
Verified
अपराधों की सूचना पुलिस अधिकारियों तक पहुंचाने में ग्राम चौकीदार अहम भूमिका निभा सकते हैं।
270w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/26065500_340799036400588_5144630896527147008_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=_vxX9rl8edMAX8Naihq&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY4NTY4MTQ4OTc1MTUyMzE4OQ%3D%3D.2-ccb7-5&oh=00_AfCqxuFvkBsJkzShdiXn4b2N78pvPnEJAJiI_J_G17H-MQ&oe=641387A6&_nc_sid=6136e7,5,January
532,"MAY 30, 2022","bjp4up
Verified
एमएसपी पर दालों की खरीद में हुई 7,350% की वृद्धि।

#8YearsOfSeva
40w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/284813843_2259753440842810_7985711596453676363_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=rtq-VjpPnmQAX-xd8S8&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjg0OTYyNTk2NzUzNTE4MjQ0OA%3D%3D.2-ccb7-5&oh=00_AfB3GiV5nT8W--kP0-nRi_sEDLbD07qYdVRCivzSTuhgVA&oe=641300BB&_nc_sid=6136e7,30,May
4512,"JANUARY 27, 2018","myogi_adityanath
Verified
किसानों की आय को दोगुना करने के लिए हर खेत का मृदा परीक्षण हो, ताकि किसान अपनी जमीन के स्वास्थ्य के सम्बन्ध में जान सकें। किसानों को तकनीकी लाभ पहुंचाने के लिए स्कूलों की लैब का प्रयोग किए जाये.
267w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/26865445_2228979730460847_4725353749550202880_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=AYA3mwJLRn8AX_dziSJ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTcwMTYzNDQzNzEyNzM5ODkwMw%3D%3D.2-ccb7-5&oh=00_AfCC4Yjb136HcRSZfPRO2HUSVTUlvEDrBdlPF4_rnfHAOg&oe=6414FB16&_nc_sid=6136e7,27,January
820,"FEBRUARY 11, 2022","bjp4up
Verified
यूपी की जनता ने भरी हुंकार
योगी बाबा फिर एक बार... 🔥

#आएगी_बीजेपी_ही #आएंगे_योगी_जी_ही #यूपी_फिर_मांगे_भाजपा_सरकार #uttarpradesh #जनता_की_हुंकार_भाजपा_सरकार #bjp4up #upelection2022 #योगी_है_उपयोगी
56w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/273696532_250399553916993_6399490071458117952_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=0Vqzg2rq3qYAX-tzr5L&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc3MTQ0NTA5Njc5OTcyNzI2Mw%3D%3D.2-ccb7-5&oh=00_AfCBnDdqasGRoptg5xZPJbXCTQOCnVdICdwQMArE0LQNdQ&oe=64141EBB&_nc_sid=6136e7,11,February
4756,"DECEMBER 17, 2017","myogi_adityanath
Verified
आज लखनऊ में आयोजित ‘पीएसी दिवस समारोह-2017’ के दौरान लॉस एंजिल्स (यूएसए) में आयोजित वर्ल्ड पुलिस एवं फायर गेम्स एथलेटिक्स प्रतियोगिता में पीएसी के प्लाटून कमाण्डर श्री चन्द्रहास कुशवाहा जी द्वारा स्वर्ण/रजत/कांस्य पदक प्राप्त किए जाने पर उन्हें सम्मानित किया।
273w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/25010269_1582496818509939_7934282738771689472_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=YAFyIuOyHXUAX_K-Sai&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY3MTg0NzYxNTM1OTU1NjY1Mw%3D%3D.2-ccb7-5&oh=00_AfBTpn2B9HOnQ2-HWw1lKRKR86MzazZ7yTqjeb_3rinBDw&oe=641336E8&_nc_sid=6136e7,17,December
4298,"MARCH 29, 2018","myogi_adityanath
Verified
आज लखनऊ स्थित सरकारी आवास पर जैन आचार्य डॉ. लोकेश मुनि जी ने भेंट कर महावीर जयन्ती की शुभकामनाएं दी।
258w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/29415350_2148566502038718_4570504209840996352_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=z1fklgvnE_8AX8M-JI3&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTc0NTYzNjE2ODA2MzY2NjM1NQ%3D%3D.2-ccb7-5&oh=00_AfDJ_7glR_K2_dSY1KDHpyWXGBxxvLlUmthYjsf9x495Tw&oe=6414B518&_nc_sid=6136e7,29,March
4887,"NOVEMBER 23, 2017","myogi_adityanath
Verified
आज राजभवन लखनऊ, मे माननीय राज्यपाल श्री राम नाईक जी से शिष्टाचार भेंट की।
276w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/23823609_543693269298452_6313750994844909568_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=108&_nc_ohc=WZ6HeD8iUUEAX87CSy3&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY1NDQ1ODA5MjA2OTgzMzgyNA%3D%3D.2-ccb7-5&oh=00_AfBHF8FwbLoxuSFg3rVcU4TTovnHoZDgoz8Rv_phYnjo1A&oe=6413739F&_nc_sid=6136e7,23,November
4929,"NOVEMBER 11, 2017","myogi_adityanath
Verified
माननीय मुख्य न्यायाधीशों को भगवान बुद्ध की प्रतिमा भेंटकर अभिनंदन किया।
278w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/23421612_1774614149505190_3179013064536096768_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=yvGx2upVf4EAX9Siiw7&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY0NTg1MzQ3NTQzMzk4Mzc3Mg%3D%3D.2-ccb7-5&oh=00_AfCNGCOMYvxjGsdcQjoGl3a6ZqI0Lv1XI-6LUaKGOBP2ng&oe=64143B1B&_nc_sid=6136e7,11,November
734,"FEBRUARY 28, 2022","bjp4up
Verified
भाजपा सरकार में पूर्वांचल का गौरव बन रहा गोरखपुर...

#gorakhpur #gorakhpurindustrial #development #uttarpradesh #bjp4up #BJPWinningUP #यूपी_फिर_मांगे_भाजपा_सरकार #आएंगे_फिर_योगी_ही #आएगी_तो_बीजेपी_ही
53w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/274817523_147773130987865_4466351334664002700_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=K2mUDML0ulkAX_enJxQ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc4MzQ5MDA3NDI2MjUzMDg3Mg%3D%3D.2-ccb7-5&oh=00_AfCJW-Q765L-d0S8jWnALWt_8-HkPvlvbPMt3CjYZSdSnw&oe=64142973&_nc_sid=6136e7,28,February
4634,"JANUARY 14, 2018","myogi_adityanath
Verified
समस्त देशवासियों को जगत् पिता सूर्य की उपासना एवं सामाजिक समता का महापर्व ‘मकर संक्रान्ति’ की हार्दिक शुभकामनाएं।
269w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/26156814_1232951413504159_4259524362584981504_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=RIqZGXbg1-QAX9L0Y4S&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY5MTg4NzQ5MjAwODM4MjQ4Mw%3D%3D.2-ccb7-5&oh=00_AfBChc4BO77HMxqJr5g2HysW70XPuM-HMMrJhokkNsfn-Q&oe=6414FD00&_nc_sid=6136e7,14,January
4706,"DECEMBER 30, 2017","myogi_adityanath
Verified
इस अवसर पर आदरणीय प्रधानमंत्री श्री @narendramodi जी के 'एक भारत-श्रेष्ठ भारत' के संकल्प को साकार करने के लिए उत्तर प्रदेश और महाराष्ट्र के बीच सांस्कृतिक संबंधों को लेकर समझौता दस्तावेजों के आदान-प्रदान किए गए।
271w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/25036956_512068205833526_1051312486873038848_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=5Wj2vLl6hV0AX9rw_mL&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY4MTM2MDA4ODA0NzI5MjEzMg%3D%3D.2-ccb7-5&oh=00_AfAgf9TOWiFEZFzLt0GkelLUg6gryYVGg-i43RLv_8mkDg&oe=641426E0&_nc_sid=6136e7,30,December
4782,"DECEMBER 12, 2017","myogi_adityanath
Verified
बड़ी विचित्र सी स्थिति थी कि हर 12 वर्ष में महाकुंभ का आयोजन होता था लेकिन छह वर्ष में हम उसको अर्द्धकुंभ मान लेते थे। भारत की सनातन संस्कृति अपने यहां कुछ भी आधा नहीं छोड़ती। हमारे यहां सब कुछ पूर्ण हैं।
273w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/25005429_169060563698497_3643395425479688192_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=tDqnBP6XZM4AX9-6wTd&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY2ODMxNjgxOTA1NTExNTE5Ng%3D%3D.2-ccb7-5&oh=00_AfBPgi3d1BlaEFxoDATJsnyZISvdEVRth4EY0zXQSfK0_g&oe=641421BA&_nc_sid=6136e7,12,December
5132,"MARCH 8, 2022","socialist_akhileshyadav
Verified
अन्तरराष्ट्रीय महिला दिवस की हार्दिक शुभकामनाएँ और बधाई!

नारी सशक्त, सबल और सुरक्षित रहे यही हम सबका संकल्प होना चाहिए और प्रतिबद्ध प्रयास भी।

‘नव-नारी’ का युग दस्तक दे रहा है…
52w
See translation
navinkumaryadav6992022
👏👏
16wReply
ashif_khan_a2y
Jay ho
25wReply
See translation
aru.sh.94617
Akhilesh bhaiya ji Jo aapane naam kamaya hai vah aapke papa ji ki vajah Se Hain Mulayam Singh Yadav ji ki vajah Se Hain Sar main aapse ek bar Apne Hi Kotdwar Shahar Uttrakhand Mein Milana chahta hun aap mujhe samjhe Ya Na Samjhe per main aapko Achcha acchi Tarah samajh raha hun aap mujhse Kyon Nahin Mil Sakte Nahin Mil Sakte Aage ka jimmedaar aap khud Honge Sar dhanyvad Jay Hind Jay Bharat Jay Uttrakhand aur UP Bihar jindabad Akhilesh bhaiya jindabad hai jindabad hai aur jindabad Rahenge agar aap mujhse Nahin Milana Chahte To Apne Koi client ya Apna Koi officer Yahan bhej dijiye Jo Mere Ghar per Aakar Mujhse mil sake dhanyvad Jay Hind Jay Bharat Jay Uttrakhand Jay Hind Bharat mata ki Jay
29wReply
See translation
ftvdelhi
❤️
40wReply
i_am_akki891812
😂😂😂😂😂
44wReply
mohitbillu1102021
Bhosdi k mahilaao ki kitni izzat kiye h tm sb woh toh dikh rha h khud ki beti ko videsh bhej kr padhana pdd rha h
50w1 likeReply
See translation
findwayofsuccess1222
Aab sale 5 sal ke liye ban gaya to attitude dika Raha hai mardercode sale bsdk
50w2 likesReply
See translation
bitwitsankit
😂😂😂😂
51w1 likeReply
bitwitsankit
Kyo be har gaye
51w1 likeReply
See translation
sgarpit
Taunti.......😂
51w1 likeReply
saurav_pndtt
Ab sirf lund pe beth
51w1 likeReply
See translation
manish_kumar_singh001
Please help me sir Mai bahut garib ghar se hu. Hamare pass to rahne ka ghr bhi nhi hai apna hum rent pe rahte hai mere parents ne loan liye the abhi tak de nahi paye please help me sir 70000 rupay ki jarurat hai please help me sir please call me 9643273838
51w1 likeReply
See translation
11_barefoot_14
Ayodhya file banne wali he baap ko jinda rakhna 😂
51w1 likeReply
See translation
shreyanshchandkaushik
🙏Jai B.J.P.🚩
51w1 likeReply
See translation
iqbalashaikh2_
Sar aap AVM machine ke khilaf virodh kyon nahin kar rahe
51w1 likeReply
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/275474712_487255062777667_4724458429326399204_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=VmXCQlKVlQEAX-U2dGt&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc4OTQ5NDM3MzQyODE4MDU1Ng%3D%3D.2-ccb7-5&oh=00_AfCWKZ0gWhZ4o8V2SXv4ZQ0Ngo0bxTW7MPeZ6NaUxYORRA&oe=6411F614&_nc_sid=6136e7,8,March
62,JANUARY 27,"bjp4up
Verified
भाजपा सरकार कामगारों को एक नई पहचान दिलाकर उन्हें रोजगार उपलब्ध करा रही है।

प्रदेश में कुशल कामगारों के लिए 'सेवामित्र पोर्टल' की हुई शुरुआत।

17,454 कामगारों का कराया गया पंजीकरण।

स्थानीय स्तर पर उपलब्ध कराया जा रहा काम।
6w
See translation
rajeshsainipa
Jai shree ram ❤️
6wReply
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/327477578_525390846111135_6826226022873627319_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=y1_rmSJPUh0AX9GowqS&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAyNDkyMzk4MTA4NjIzOTAzOQ%3D%3D.2-ccb7-5&oh=00_AfBzmGFUBvES2oGD7JFq__HfwGDrvi2wEW0XzEibqKaQyg&oe=6412EA73&_nc_sid=6136e7,27,January
4612,"JANUARY 20, 2018","myogi_adityanath
Verified
आज आदरणीय राष्ट्रीय अध्यक्ष श्री @amitshah जी के साथ युवा उद्घोष रैली काशी में।
268w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/26867856_144423002922516_5520822275915382784_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=ZZ8HOS_CFTsAX--CMeC&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY5NjU5ODUyODUwNjY2MzQ0OA%3D%3D.2-ccb7-5&oh=00_AfDQQSrxHumUj5LDX_ZFNx3dDdPBJRTzYke4A-WF2yWCow&oe=6414E971&_nc_sid=6136e7,20,January
5719,"SEPTEMBER 6, 2018","socialist_akhileshyadav
Verified
देश की रक्षा करने वाले सेवानिवृत सैन्यकर्मियों के साथ... गौरव के क्षण.
235w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/39637540_451948725305585_4693673714073940491_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Vr0LjUb_eOgAX_WB9wL&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTg2MjU0NzIwOTkxODUyNTM3MA%3D%3D.2-ccb7-5&oh=00_AfBQslt1ULxvekMAwBg7bC-WM4X5jTKyKazAvjhPuIz4Hw&oe=6411E06C&_nc_sid=6136e7,6,September
4953,"NOVEMBER 8, 2017","myogi_adityanath
Verified
आज शास्त्री भवन, लखनऊ में नागर विमानन प्रोत्साहन नीति-2017 की प्रगति की समीक्षा की।
278w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/23347894_140088436641610_1579242329229754368_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Sv9FfsOCzvsAX8CyEFs&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY0MzYxNTkzNjY5ODQ3OTYzOA%3D%3D.2-ccb7-5&oh=00_AfAAcN1VDO52X_u2BF-3DYH5NecHmNAprjo7cLzfhydn3g&oe=64148300&_nc_sid=6136e7,8,November
4429,"FEBRUARY 11, 2018","myogi_adityanath
Verified
आज नई दिल्ली प्रवास के दौरान पर्यटन एंव संस्कृति राज्य मंत्री(स्वतंत्र प्रभार), भारत सरकार डॉ महेश शर्मा, जी से शिष्टाचार भेंट की तथा प्रयाग कुम्भ-2019 का ‘लोगो’ भेंट किया।
265w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/27880711_337132936802063_4616139620340465664_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=111&_nc_ohc=TW4Ohn8DU80AX8BoyDj&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTcxMjIzMDkxNDQ3MjU3NTYwNw%3D%3D.2-ccb7-5&oh=00_AfBWcdkC-IR76E-z5FWXvb1EKDRrXTB3I-W9VFc4O4cFDA&oe=64142F97&_nc_sid=6136e7,11,February
4600,"JANUARY 21, 2018","myogi_adityanath
Verified
आज लखनऊ में उत्तरायणी कौथिग मेले के अवसर पर आयोजित कार्यक्रम का दीप प्रज्ज्वलित कर शुभारम्भ किया तथा मेले के अवसर पर स्मृति चिन्ह् प्रदान किया गया।
268w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/26274467_2434451546779026_807462437287624704_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=XkUimE_Ka1UAX9uKxQv&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY5NzI3MzY5MzgwMDI5NDY3MA%3D%3D.2-ccb7-5&oh=00_AfBRJh87HVwXg30DQu1T1SHUh3HcJ6Vz37-j4gAFxEsvrQ&oe=6414DB1D&_nc_sid=6136e7,21,January
4794,"DECEMBER 10, 2017","myogi_adityanath
Verified
प्राचार्य डॉ. प्रदीप राव एवं डॉ. योगेन्द्र प्रताप सिंह द्वारा सम्पादित एवं श्री राजेश दूबे द्वारा प्रकाशित पुस्तक ‘‘भारतीय राष्ट्रीयता एवं सन्त परम्परा’’..
274w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/25015238_553653171634701_4780882969403326464_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=95sINfC9wVIAX-Ewjsg&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY2NjY4NzEzNDEzMDg3MjQ4NQ%3D%3D.2-ccb7-5&oh=00_AfBP5JRBL_fcTjWJiJnd-IklVKMxLI3t54i1-Vium6L0vA&oe=6413B55A&_nc_sid=6136e7,10,December
448,"JUNE 7, 2022","bjp4up
Verified
आवास में मध्यम वर्ग के निवेश की रक्षा कर रही मोदी सरकार।

RERA के बाद, बिल्डर्स ब्याज और देरी के लिए मुआवजे का भुगतान करते हैं।

#8YearsOfAspirationalMiddleClass
39w
See translation
kumarpradeep696977
Kisi gareeb ko kuch nahi milta na bank me loan na koi bjp wala uthata hai phone na bjp apne logo ke sath khadi hai i like kejariwal jo apne logo ke sath hai
39wReply
See translation
bikkisingh20956
सहारा इण्डिया पे थोड़ा ध्यान दे दो महान कृपा होगी
39wReply
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/286093662_1039076383382469_3397314020656914370_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=kfpQ-4RVXd8AX8EkBul&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjg1NTI4MDc0MjczMTQ0NDE4OQ%3D%3D.2-ccb7-5&oh=00_AfCX50ETAZSb88Fztate0JU12-5Fb1YgSvrUANWjOgnq7A&oe=6413C51F&_nc_sid=6136e7,7,June
708,"MARCH 5, 2022","bjp4up
Verified
गाज़ीपुर के विकास के लिए प्रतिबद्ध भाजपा सरकार...

#gazipur #development #infrastructure #uttarpradesh #upnumber1 #upelection2022 #bjp4up #BJPWinningUP #VoteForYogi #यूपी_फिर_मांगे_भाजपा_सरकार #आएगी_भाजपा_ही #आएंगे_फिर_योगी_ही #मेरा_वोट_भाजपा_को
53w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/275090275_152292517193869_5441667780898118098_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=SPudnY03_CgAX_NS8Wa&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc4NzEwMDMxMzY1MDIzMTA5OA%3D%3D.2-ccb7-5&oh=00_AfCGMLF2SwjwZ66a34B_AbICK9rtKoncz5S9RTR7Utn66Q&oe=64146432&_nc_sid=6136e7,5,March
572,"MAY 26, 2022","bjp4up
Verified
भाजपा सरकार में खुशहाल हो रहा बेटियों का जीवन

#UPBudget2022
41w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/283884507_1215022672638409_3341751591600311742_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=NfpkuDTKhHUAX9zEnxW&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjg0NjYxMDQ4OTc2MjIzMDk5Mw%3D%3D.2-ccb7-5&oh=00_AfDjaTdPzAEBchfzlnUsXPjIwu4XqJCO4yk3kHlpHcFoAQ&oe=64139EB9&_nc_sid=6136e7,26,May
4809,"DECEMBER 8, 2017","myogi_adityanath
Verified
आज सयाजीगंज, वडोदरा, गुजरात में जनसभा को संबोधित किया। वडोदरा की जनता ने आज विकासवाद के समर्थन में जो हुँकार भरी है वही पूरी गुजरात की जनता का कांग्रेस को जवाब है।
274w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/24838614_2153919914704947_7612990099512360960_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=yTBzjfpr-t8AX9Y6_n8&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY2NTE4Nzg2MjgxMDA1ODIzOA%3D%3D.2-ccb7-5&oh=00_AfBIIsG9Zntcy4xmm-ZyFSQx5qeX7V7YuC71I0_cwfjpHw&oe=6413E474&_nc_sid=6136e7,8,December
780,"FEBRUARY 19, 2022","bjp4up
Verified
यूपी की जनता ने भरी हुंकार
फिर एक बार भाजपा सरकार... 🔥

#जनता_की_हुंकार_भाजपा_सरकार #bjp4up #यूपी_फिर_मांगे_भाजपा_सरकार #uttarpradesh #आएंगे_तो_योगी_ही #आएगी_तो_बीजेपी_ही #yogiadityanath #Vote_For_BJP
55w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/274160465_979600729366331_4017168963539306405_n.webp?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=111&_nc_ohc=dPm0-ZZ1TjEAX-QgmOx&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjc3NzAyMTUxOTIyNzY0NjU0Mw%3D%3D.2-ccb7-5&oh=00_AfB-xcMwWRrj7zOQg8NtQMvdoEPEj-XBF0qlHIeNXHDmAQ&oe=64145953&_nc_sid=6136e7,19,February
4886,"NOVEMBER 25, 2017","myogi_adityanath
Verified
लखनऊ स्थित सरकारी आवास पर दक्षिण कोरियाई प्रतिनिधिमंडल ने भेंट की।
276w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/23824760_148143895811698_3259386660151885824_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=1KbcAmEhhIYAX-3D41-&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTY1NTcyNDA5NjYyODM2MDUwNA%3D%3D.2-ccb7-5&oh=00_AfDAQMsltKPtHrmIETceIsLR72MQMlBQM4RD7bzlTQeg9g&oe=6414A866&_nc_sid=6136e7,25,November
